order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,restaurant_location,customer_location
1476718,35643,Vanessa's Dumpling House,Chinese,14.84,Weekend,5,31,24,"(40.713822199999996, -73.96198697270917)","(40.70244440637467, -74.00744846542979)"
1478429,355090,Shake Shack,American,22.85,Weekend,5,24,23,"(40.6437718, -74.0758827)","(40.67436361156443, -74.04858746615304)"
1478230,97346,RedFarm Hudson,Chinese,14.6,Weekend,3,30,28,"(40.7341879, -74.0064162)","(40.6922373169147, -73.97342199116979)"
1478162,241080,TAO,Japanese,15.52,Weekend,4,32,27,"(40.7625746, -73.9714449)","(40.80038198872843, -74.00080816562199)"
1477645,343554,Blue Ribbon Fried Chicken,American,8.98,Weekend,3,26,27,"(40.7244607, -73.9909251)","(40.69003062182054, -73.94898616537569)"
1477583,370096,Melt Shop,American,19.4,Weekend,4,30,25,"(40.7446867, -73.9908292)","(40.770688010942905, -73.93591130970022)"
1477648,110792,Blue Ribbon Sushi,Japanese,16.06,Weekend,Not given,24,21,"(40.7079524, -74.0078296)","(40.74531468234135, -74.03073390702535)"
1476874,60901,RedFarm Hudson,Chinese,5.82,Weekend,5,22,22,"(40.7341879, -74.0064162)","(40.763608007470964, -74.02751897662506)"
1477097,132906,Sushi of Gari 46,Japanese,13.05,Weekday,Not given,28,30,"(40.7606902, -73.9895916)","(40.70538976334711, -73.9897047988606)"
1477974,41907,Parm,Italian,9.22,Weekend,4,31,25,"(40.7230381, -73.9957182)","(40.71810831801515, -73.93410779243737)"
1478371,258275,Cafe Habana,Mexican,25.17,Weekend,Not given,27,26,"(40.7228449, -73.9942284)","(40.72907744964063, -73.93362529454923)"
1476768,72757,Jack's Wife Freda,Mediterranean,8.49,Weekend,Not given,23,18,"(40.7298568, -74.0035384)","(40.754128547523464, -73.98535828644314)"
1476786,103852,Blue Ribbon Sushi,Japanese,6.74,Weekend,5,22,29,"(40.7079524, -74.0078296)","(40.70597159925066, -74.07604728762003)"
1477773,72726,Shake Shack,American,12.18,Weekend,5,32,24,"(40.6437718, -74.0758827)","(40.66589348033652, -74.11758822674567)"
1477063,317446,The Meatball Shop,Italian,19.4,Weekend,5,28,30,"(40.7651951, -73.9874674)","(40.799043464894666, -74.04532731444125)"
1477419,186454,Shake Shack,American,14.07,Weekend,5,34,17,"(40.6437718, -74.0758827)","(40.65305600758272, -74.04007081930706)"
1476864,381020,RedFarm Broadway,Chinese,31.86,Weekend,4,25,19,"(40.7820656, -73.9806368)","(40.75960355112249, -73.95540635254622)"
1476791,390484,RedFarm Broadway,Chinese,12.56,Weekday,4,35,33,"(40.7820656, -73.9806368)","(40.83063323330097, -74.01119712841758)"
1477054,351799,Sushi of Gari Tribeca,Japanese,14.07,Weekend,5,34,29,"(40.7167674, -74.0084565)","(40.66884080788638, -74.021484749117)"
1478184,232359,The Meatball Shop,American,5.82,Weekend,5,30,30,"(40.7651951, -73.9874674)","(40.75292807490578, -73.91650782760605)"
1476851,361220,Carmine's,Italian,19.98,Weekday,5,34,30,"(40.7575108, -73.9867126)","(40.713485827816704, -73.94023013461906)"
1476597,373059,Shake Shack,American,14.07,Weekend,Not given,31,25,"(40.6437718, -74.0758827)","(40.68456309625826, -74.10382297881932)"
1477241,42828,Jack's Wife Freda,Mediterranean,14.12,Weekday,5,25,25,"(40.7298568, -74.0035384)","(40.77345887866635, -74.01885882761876)"
1477282,241719,Sushi of Gari Tribeca,Japanese,12.42,Weekend,4,23,20,"(40.7167674, -74.0084565)","(40.75130928293163, -73.99267237879147)"
1477874,41168,Parm,Italian,12.13,Weekend,Not given,25,29,"(40.7230381, -73.9957182)","(40.69280830796022, -73.94748805007237)"
1476958,41638,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,26,29,"(40.7244607, -73.9909251)","(40.76135208766672, -73.95207229053631)"
1477226,361728,The Meatball Shop,Italian,6.69,Weekend,Not given,25,18,"(40.7651951, -73.9874674)","(40.7382540214281, -73.98943084566045)"
1476905,360844,Blue Ribbon Sushi Bar & Grill,Japanese,5.72,Weekday,5,32,26,"(40.7079524, -74.0078296)","(40.714181179196416, -73.94874203318125)"
1478433,94700,Haandi,Indian,13.1,Weekend,Not given,31,30,"(40.7424095, -73.9824519)","(40.79322558550059, -74.01450936840422)"
1476666,205241,Shake Shack,American,6.07,Weekday,4,23,27,"(40.6437718, -74.0758827)","(40.620859647601584, -74.1274008479622)"
1476552,334758,Melt Shop,American,12.56,Weekend,4,25,23,"(40.7446867, -73.9908292)","(40.75349618093567, -73.94575175987363)"
1477137,157578,P.J. Clarke's,American,14.07,Weekday,5,33,26,"(40.7589826, -73.9682301)","(40.71388565982506, -73.94303923785066)"
1477440,127934,Blue Ribbon Fried Chicken,American,12.52,Weekday,4,24,31,"(40.7244607, -73.9909251)","(40.69224538711356, -74.05239656099157)"
1477545,144352,Shake Shack,American,21.93,Weekday,Not given,21,33,"(40.6437718, -74.0758827)","(40.586744734659035, -74.07855393588682)"
1478301,184325,Asuka Sushi,Japanese,22.75,Weekday,5,25,32,"(40.7452899, -73.9988852)","(40.744365638178664, -74.06886501821062)"
1477294,39334,The Meatball Shop,American,12.18,Weekend,5,22,26,"(40.7651951, -73.9874674)","(40.74782200121324, -73.92978035073631)"
1477235,115841,Rubirosa,Italian,15.38,Weekday,Not given,30,31,"(40.7227225, -73.9961142)","(40.706639529428074, -73.92879730757963)"
1476600,141912,P.J. Clarke's,American,24.25,Weekend,Not given,24,15,"(40.7589826, -73.9682301)","(40.78404422968393, -73.98719865258984)"
1478270,303548,Shake Shack,American,14.02,Weekend,4,20,21,"(40.6437718, -74.0758827)","(40.664597743407015, -74.11531864564661)"
1477299,60039,ilili Restaurant,Middle Eastern,31.33,Weekday,4,29,27,"(40.7443707, -73.98779)","(40.7894903871144, -73.99446222264389)"
1476691,68775,Sushi of Gari Tribeca,Japanese,24.2,Weekend,Not given,22,21,"(40.7167674, -74.0084565)","(40.747071655561314, -74.041252085537)"
1477453,83287,Shake Shack,American,9.41,Weekend,5,22,20,"(40.6437718, -74.0758827)","(40.63285336307072, -74.0298593169755)"
1477395,56219,Parm,Italian,14.55,Weekday,5,30,32,"(40.7230381, -73.9957182)","(40.74106034257272, -73.92300787236206)"
1478404,97991,Blue Ribbon Sushi Bar & Grill,Japanese,33.03,Weekend,5,28,15,"(40.7079524, -74.0078296)","(40.73506101198741, -74.01349285551812)"
1476567,122609,Blue Ribbon Sushi,Japanese,13.0,Weekend,5,34,15,"(40.7079524, -74.0078296)","(40.686222451634954, -73.97855286834451)"
1476903,53874,Sarabeth's,American,25.17,Weekend,3,28,23,"(40.7652199, -73.9755591)","(40.763221747641495, -74.02899558733787)"
1478374,64151,Rubirosa,Italian,5.97,Weekend,3,30,25,"(40.7227225, -73.9961142)","(40.709816673948765, -73.94415405171839)"
1476629,317993,Melt Shop,American,12.66,Weekend,3,27,26,"(40.7446867, -73.9908292)","(40.74103372063802, -74.05022259213304)"
1476936,260035,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,Not given,31,25,"(40.7079524, -74.0078296)","(40.7008567025571, -74.07123051588017)"
1478342,142681,Osteria Morini,Italian,8.3,Weekend,Not given,27,19,"(40.7219323, -73.9976726)","(40.694286249796285, -74.01093770986998)"
1477229,72339,Hatsuhana,Japanese,17.03,Weekday,4,35,33,"(40.7568939, -73.9769041)","(40.806108290937324, -74.01321264470415)"
1476961,112272,Blue Ribbon Sushi,Japanese,14.02,Weekday,Not given,35,29,"(40.7079524, -74.0078296)","(40.754647613928185, -74.02428384027613)"
1477332,43018,RedFarm Hudson,Chinese,24.2,Weekend,5,27,19,"(40.7341879, -74.0064162)","(40.718498966854376, -74.03640256307429)"
1478410,84087,The Meatball Shop,Italian,25.22,Weekend,5,32,25,"(40.7651951, -73.9874674)","(40.80981278659312, -74.00106418980243)"
1477080,67848,The Kati Roll Company,Indian,19.45,Weekend,Not given,25,24,"(40.729656500000004, -74.0010910063657)","(40.75256249970123, -74.03978353353047)"
1477169,46696,Blue Ribbon Sushi Bar & Grill,Japanese,12.08,Weekday,5,29,24,"(40.7079524, -74.0078296)","(40.71984915519837, -73.95884294269939)"
1476761,64153,Blue Ribbon Fried Chicken,American,24.25,Weekday,5,33,30,"(40.7244607, -73.9909251)","(40.76525923995375, -73.94483595757012)"
1477584,275689,Cafe Habana,Mexican,16.98,Weekday,4,23,30,"(40.7228449, -73.9942284)","(40.74264481840729, -73.9283036112866)"
1477916,121706,Blue Ribbon Fried Chicken,American,13.0,Weekend,Not given,24,30,"(40.7244607, -73.9909251)","(40.69626469285587, -73.92644015154579)"
1476561,115213,Tamarind TriBeCa,Indian,13.24,Weekend,Not given,23,30,"(40.7191453, -74.0089504)","(40.6728745257083, -74.0450119346494)"
1477072,113507,Parm,Italian,29.39,Weekday,Not given,26,30,"(40.7230381, -73.9957182)","(40.71811424539226, -73.92610114598338)"
1476755,331143,Waverly Diner,American,11.59,Weekend,Not given,25,22,"(40.7331105, -74.0001672)","(40.69537136767778, -73.99741728450104)"
1478293,84045,Barbounia,Mediterranean,12.13,Weekend,Not given,26,26,"(40.7382829, -73.9880343)","(40.704290723014054, -74.02733514979916)"
1477142,87151,Rubirosa,Italian,24.2,Weekend,4,23,26,"(40.7227225, -73.9961142)","(40.68074657870294, -74.02744672818505)"
1477494,300003,Crema Restaurante,Mexican,15.86,Weekend,Not given,31,30,"(40.7396323, -73.996068)","(40.79854113852157, -74.00946579712026)"
1477176,260680,Tamarind TriBeCa,Indian,12.95,Weekday,3,27,24,"(40.7191453, -74.0089504)","(40.7030301582698, -74.05695875670155)"
1478383,121905,Shake Shack,American,15.86,Weekend,3,34,20,"(40.6437718, -74.0758827)","(40.661876869949786, -74.11634401238221)"
1477502,367076,Sushi of Gari 46,Japanese,22.8,Weekend,Not given,30,25,"(40.7606902, -73.9895916)","(40.80379850417608, -73.96928308255794)"
1477734,81658,The Meatball Shop,Italian,29.25,Weekday,5,35,29,"(40.7651951, -73.9874674)","(40.720100751821505, -73.99109980869339)"
1477151,97991,Blue Ribbon Sushi Bar & Grill,Japanese,22.36,Weekend,4,25,18,"(40.7079524, -74.0078296)","(40.683415943564626, -74.00138098195389)"
1478333,93437,Sushi of Gari 46,Japanese,22.26,Weekend,5,27,26,"(40.7606902, -73.9895916)","(40.717060148867105, -73.972169124682)"
1477779,39275,TAO,Japanese,31.43,Weekend,Not given,34,20,"(40.7625746, -73.9714449)","(40.76325139061327, -73.92076052372954)"
1478131,395616,Parm,Italian,12.13,Weekend,3,23,15,"(40.7230381, -73.9957182)","(40.714911813290094, -73.95957642675288)"
1477769,129798,TAO,Japanese,8.05,Weekday,Not given,26,31,"(40.7625746, -73.9714449)","(40.721395527980015, -73.92861349732067)"
1478099,97255,Parm,Italian,19.4,Weekday,Not given,24,28,"(40.7230381, -73.9957182)","(40.70365600637396, -73.94207155415448)"
1477279,35432,TAO,Japanese,16.15,Weekend,3,24,22,"(40.7625746, -73.9714449)","(40.80117262414067, -73.99310323775669)"
1478309,127130,Momoya,Japanese,16.05,Weekday,4,34,33,"(40.7426475, -73.9964607)","(40.68661286371763, -74.00238878920715)"
1477368,132137,Parm,Italian,24.25,Weekend,4,34,21,"(40.7230381, -73.9957182)","(40.72102354467812, -74.04379551671734)"
1477409,146588,Shake Shack,American,9.07,Weekday,3,35,26,"(40.6437718, -74.0758827)","(40.609725208202235, -74.04096204294854)"
1477506,283831,Blue Ribbon Sushi Bar & Grill,Japanese,13.05,Weekday,5,22,28,"(40.7079524, -74.0078296)","(40.67778240343747, -73.95941287366111)"
1476888,342107,Shake Shack,American,12.13,Weekday,5,25,30,"(40.6437718, -74.0758827)","(40.63499979298583, -74.00717468357419)"
1477579,349854,Shake Shack,American,24.35,Weekday,5,34,26,"(40.6437718, -74.0758827)","(40.6881899800993, -74.09716125360568)"
1477977,43856,Han Dynasty,Chinese,16.01,Weekend,5,30,16,"(40.7875393, -73.9764459)","(40.77599188885334, -74.01306919254716)"
1478336,138426,Tony's Di Napoli,Italian,5.82,Weekend,5,26,26,"(40.7563915, -73.9854253)","(40.74429616295122, -74.04490071494341)"
1477649,106478,Cafe Mogador,Middle Eastern,16.15,Weekend,5,29,27,"(40.7273469, -73.984402)","(40.689737775652, -73.94325803647497)"
1477108,47280,Blue Ribbon Sushi,Japanese,29.68,Weekend,3,26,30,"(40.7079524, -74.0078296)","(40.68563889572195, -73.94302080990389)"
1477947,78560,The Meatball Shop,Italian,12.18,Weekend,3,27,20,"(40.7651951, -73.9874674)","(40.727679506824096, -73.9950359139345)"
1477488,344586,Sushi of Gari 46,Japanese,12.56,Weekend,4,20,22,"(40.7606902, -73.9895916)","(40.794382997219564, -73.9635061307072)"
1478392,77511,Parm,Italian,21.93,Weekend,4,22,25,"(40.7230381, -73.9957182)","(40.76584306945575, -74.00985625858637)"
1476940,197633,Sushi of Gari 46,Japanese,5.77,Weekday,4,32,24,"(40.7606902, -73.9895916)","(40.738877950799335, -73.94502900802523)"
1478177,80683,Blue Ribbon Sushi,Japanese,11.59,Weekend,4,22,18,"(40.7079524, -74.0078296)","(40.69361810082836, -74.0444928184489)"
1477035,141496,Dickson's Farmstand Meats,American,33.03,Weekend,5,35,20,"(40.7423521, -74.0054238)","(40.74621542302919, -73.95775487436367)"
1477923,75115,RedFarm Hudson,Chinese,33.03,Weekend,3,32,19,"(40.7341879, -74.0064162)","(40.712812407264636, -74.02546903671012)"
1478054,170221,Shake Shack,American,5.72,Weekend,Not given,24,19,"(40.6437718, -74.0758827)","(40.64375752098227, -74.03673978839232)"
1477590,145952,Blue Ribbon Sushi,Japanese,29.15,Weekday,Not given,26,24,"(40.7079524, -74.0078296)","(40.67878992370391, -74.03922806248818)"
1477984,353676,indikitch,Indian,14.07,Weekend,4,20,30,"(40.7421269, -73.9905046)","(40.79080420045424, -74.03818005382504)"
1477234,91817,Melt Shop,American,9.6,Weekend,5,30,16,"(40.7446867, -73.9908292)","(40.77247118282129, -73.99156326298201)"
1477829,164529,Blue Ribbon Sushi,Japanese,9.32,Weekend,4,32,18,"(40.7079524, -74.0078296)","(40.67820763341797, -73.99733334271215)"
1477191,93797,ilili Restaurant,Middle Eastern,25.22,Weekday,5,25,33,"(40.7443707, -73.98779)","(40.73872304490166, -73.9115085861274)"
1477509,382076,Shake Shack,American,16.93,Weekend,Not given,25,26,"(40.6437718, -74.0758827)","(40.68523557717598, -74.04688022858261)"
1477950,301032,Blue Ribbon Fried Chicken,American,16.44,Weekend,4,24,16,"(40.7244607, -73.9909251)","(40.70944840469549, -74.0175553844231)"
1478078,54608,Tamarind TriBeCa,Indian,22.26,Weekend,5,34,15,"(40.7191453, -74.0089504)","(40.74187627686284, -73.99312548232287)"
1477443,105903,Shake Shack,American,24.3,Weekday,4,35,29,"(40.6437718, -74.0758827)","(40.653506331495585, -74.0162830559036)"
1478432,331143,Waverly Diner,American,14.6,Weekday,3,20,32,"(40.7331105, -74.0001672)","(40.7850970383904, -73.98059823341102)"
1476762,367111,Blue Ribbon Sushi Bar & Grill,Japanese,16.54,Weekend,Not given,27,17,"(40.7079524, -74.0078296)","(40.72194476380303, -74.04353935287699)"
1477925,347181,RedFarm Hudson,Chinese,11.64,Weekend,Not given,34,18,"(40.7341879, -74.0064162)","(40.73043888631478, -74.04643794063104)"
1478145,42461,Melt Shop,American,11.69,Weekday,4,21,27,"(40.7446867, -73.9908292)","(40.71975290551494, -73.9342208134995)"
1477042,209179,RedFarm Broadway,Chinese,6.74,Weekend,Not given,31,27,"(40.7820656, -73.9806368)","(40.75961033506406, -74.0336790846885)"
1476834,176622,Cafe Mogador,Middle Eastern,9.22,Weekend,Not given,23,15,"(40.7273469, -73.984402)","(40.74971000827636, -73.95761798580841)"
1477446,88333,The Meatball Shop,American,5.77,Weekend,Not given,33,27,"(40.7651951, -73.9874674)","(40.800972215545116, -73.94249858521745)"
1476812,83287,Shake Shack,American,9.02,Weekday,4,23,27,"(40.6437718, -74.0758827)","(40.61998201395678, -74.12989294696115)"
1477948,141550,Serafina Fabulous Pizza,Italian,22.8,Weekday,4,28,31,"(40.7761311, -73.9624593)","(40.80983569067391, -73.90094761506475)"
1477739,63096,Rubirosa,Italian,12.51,Weekend,5,21,15,"(40.7227225, -73.9961142)","(40.73234831378027, -74.03093379646941)"
1476801,104130,Ravagh Persian Grill,Middle Eastern,14.07,Weekday,5,34,33,"(40.761861749999994, -73.96064029749999)","(40.729845864128144, -74.02627651593964)"
1477530,64754,The Kati Roll Company,Indian,5.34,Weekend,4,27,18,"(40.729656500000004, -74.0010910063657)","(40.73636568975994, -73.96211961968014)"
1478140,62730,Westville Hudson,American,29.1,Weekend,Not given,20,24,"(40.7272539, -74.0075081)","(40.723430316392644, -73.95835364888099)"
1477575,367800,Cafe Mogador,Middle Eastern,14.12,Weekend,Not given,24,24,"(40.7273469, -73.984402)","(40.744674746090595, -74.03474568270781)"
1477780,303409,TAO,Japanese,12.18,Weekend,Not given,23,24,"(40.7625746, -73.9714449)","(40.789709034672235, -73.9392812049447)"
1477726,268958,Osteria Morini,Italian,19.45,Weekend,Not given,26,29,"(40.7219323, -73.9976726)","(40.71632507630948, -74.05740534224064)"
1477703,121681,Momoya,Japanese,11.59,Weekend,5,20,21,"(40.7426475, -73.9964607)","(40.70190654945657, -73.99730683423255)"
1477869,125854,Shake Shack,American,15.76,Weekend,4,34,27,"(40.6437718, -74.0758827)","(40.602699709266034, -74.08379168078615)"
1478245,52832,Junoon,Indian,29.49,Weekend,5,23,17,"(40.7431207, -73.9909146)","(40.75040384176103, -73.95719193696733)"
1477591,97806,Shake Shack,American,31.43,Weekend,Not given,30,19,"(40.6437718, -74.0758827)","(40.66316785984591, -74.09677311213785)"
1477840,35309,Blue Ribbon Sushi,Japanese,19.4,Weekend,5,24,25,"(40.7079524, -74.0078296)","(40.73755349595429, -74.05052556921088)"
1477613,186473,Blue Ribbon Sushi,Japanese,11.69,Weekend,Not given,28,29,"(40.7079524, -74.0078296)","(40.665090495958076, -73.9782039447943)"
1477129,52832,Han Dynasty,Chinese,19.3,Weekend,Not given,34,21,"(40.7875393, -73.9764459)","(40.76127326379265, -73.93812706214567)"
1476670,355970,The Meatball Shop,Italian,7.61,Weekend,3,20,26,"(40.7651951, -73.9874674)","(40.72876506145165, -74.02723684506422)"
1478155,5693,The Meatball Shop,Italian,8.3,Weekday,Not given,29,32,"(40.7651951, -73.9874674)","(40.79041567584551, -73.92375952630537)"
1477928,70709,RedFarm Hudson,Chinese,25.17,Weekend,Not given,21,17,"(40.7341879, -74.0064162)","(40.73378582554743, -73.97125441730867)"
1478233,264707,TAO,Japanese,12.08,Weekday,3,24,26,"(40.7625746, -73.9714449)","(40.7217005526738, -74.00579089957361)"
1477622,84087,The Meatball Shop,Italian,12.71,Weekday,5,29,33,"(40.7651951, -73.9874674)","(40.82429429068748, -74.0064586631856)"
1478130,114410,The Meatball Shop,Italian,12.18,Weekend,Not given,20,16,"(40.7651951, -73.9874674)","(40.76999091529457, -74.02362784486137)"
1477698,60835,Parm,Italian,29.35,Weekend,5,29,17,"(40.7230381, -73.9957182)","(40.720827839314474, -74.03642764788496)"
1477533,236739,Xi'an Famous Foods,Chinese,8.54,Weekend,5,29,30,"(40.7151273, -73.9973245)","(40.76793670777323, -74.01980765524377)"
1476729,396481,Han Dynasty,Chinese,29.15,Weekend,Not given,27,15,"(40.7875393, -73.9764459)","(40.81701104486285, -73.97563830286381)"
1477980,385150,Blue Ribbon Sushi,Japanese,17.85,Weekend,Not given,28,18,"(40.7079524, -74.0078296)","(40.68271404971211, -74.00978648062392)"
1477505,399832,The Kati Roll Company,Indian,14.07,Weekend,5,23,20,"(40.729656500000004, -74.0010910063657)","(40.768499600790946, -74.01137598894549)"
1477204,376578,Shake Shack,American,15.57,Weekday,4,34,25,"(40.6437718, -74.0758827)","(40.59987367060785, -74.06018630667246)"
1477988,82041,Parm,Italian,16.44,Weekend,4,23,22,"(40.7230381, -73.9957182)","(40.73247592642912, -74.03728023503186)"
1478345,365871,Cafe de La Esquina,Mexican,16.06,Weekend,5,27,21,"(40.7170643, -73.9628478)","(40.72932535764769, -73.92028311044153)"
1476639,399172,Blue Ribbon Fried Chicken,American,14.07,Weekday,Not given,20,31,"(40.7244607, -73.9909251)","(40.745526223482585, -73.91846888087125)"
1477985,325272,Cho Dang Gol,Korean,12.13,Weekend,4,29,16,"(40.7501714, -73.9863439)","(40.73068396311315, -74.0110796968756)"
1477198,86449,The Meatball Shop,Italian,8.54,Weekend,3,31,15,"(40.7651951, -73.9874674)","(40.74747577668973, -73.95476075810907)"
1477961,167738,Jack's Wife Freda,Mediterranean,31.43,Weekend,5,34,20,"(40.7298568, -74.0035384)","(40.6901598664795, -74.01338256781256)"
1477866,44706,Blue Ribbon Sushi,Japanese,9.41,Weekend,5,24,18,"(40.7079524, -74.0078296)","(40.69153704177926, -73.98527091555297)"
1477860,209179,RedFarm Broadway,Chinese,5.87,Weekend,4,27,22,"(40.7820656, -73.9806368)","(40.7937256603988, -74.02501397783948)"
1478232,77371,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,4,24,15,"(40.7079524, -74.0078296)","(40.677403068131746, -73.99678147448766)"
1477023,99288,Boqueria,Spanish,12.13,Weekday,Not given,33,28,"(40.77152, -73.9561132)","(40.811579570494544, -73.99518322936993)"
1477455,38336,Rubirosa,Italian,16.2,Weekend,4,21,27,"(40.7227225, -73.9961142)","(40.71630313082336, -74.05638655108767)"
1477709,110461,Blue Ribbon Sushi,Japanese,5.97,Weekend,3,31,30,"(40.7079524, -74.0078296)","(40.742642912416194, -73.94412137965487)"
1477263,291667,Shake Shack,American,12.23,Weekday,5,35,25,"(40.6437718, -74.0758827)","(40.61412618076958, -74.12190397819896)"
1477242,63890,Blue Ribbon Sushi,Japanese,14.12,Weekday,5,35,33,"(40.7079524, -74.0078296)","(40.682734779529085, -73.94025399663037)"
1476788,310706,Parm,Italian,6.74,Weekday,5,25,30,"(40.7230381, -73.9957182)","(40.70322234054888, -73.92773899852197)"
1477783,73895,RedFarm Broadway,Chinese,19.4,Weekend,5,24,25,"(40.7820656, -73.9806368)","(40.755962185400215, -73.93219594679444)"
1478231,141732,Blue Ribbon Fried Chicken,American,12.13,Weekend,Not given,35,29,"(40.7244607, -73.9909251)","(40.733870874488865, -73.92892045020402)"
1478044,354719,Jack's Wife Freda,Mediterranean,31.38,Weekend,Not given,28,18,"(40.7298568, -74.0035384)","(40.723692316066256, -73.96637326549065)"
1477736,361701,Westville Hudson,American,32.93,Weekend,5,30,20,"(40.7272539, -74.0075081)","(40.69131158663201, -74.00809426342133)"
1478235,114234,The Meatball Shop,Italian,19.4,Weekend,Not given,20,16,"(40.7651951, -73.9874674)","(40.76317581232338, -73.95316656802623)"
1478156,41968,Shake Shack,American,8.1,Weekend,Not given,25,24,"(40.6437718, -74.0758827)","(40.611703135414345, -74.04678805530088)"
1478262,48851,Melt Shop,American,9.02,Weekday,Not given,29,24,"(40.7446867, -73.9908292)","(40.72040814343637, -73.95258080341685)"
1476554,368663,Shake Shack,American,9.12,Weekend,Not given,31,19,"(40.6437718, -74.0758827)","(40.674565882558554, -74.08162371846765)"
1476787,78887,TAO,Japanese,6.69,Weekday,4,26,25,"(40.7625746, -73.9714449)","(40.80818458235445, -73.95132773802241)"
1476744,71743,Serafina Fabulous Pizza,Italian,16.88,Weekend,Not given,33,27,"(40.7761311, -73.9624593)","(40.72533391634702, -73.95397998062705)"
1476951,331143,Waverly Diner,American,16.3,Weekday,3,28,25,"(40.7331105, -74.0001672)","(40.70764761711371, -74.05027386443014)"
1476986,298794,TAO,Japanese,15.86,Weekend,4,22,17,"(40.7625746, -73.9714449)","(40.754026408561536, -74.00504473769381)"
1477441,275689,Blue Ribbon Sushi,Japanese,12.23,Weekend,Not given,20,24,"(40.7079524, -74.0078296)","(40.72095884230588, -74.05166596298925)"
1476583,62929,Bareburger,American,17.03,Weekend,5,35,21,"(40.7216328, -73.9885495)","(40.731603008493224, -73.93254406247443)"
1478030,131093,Bareburger,American,13.77,Weekend,3,33,29,"(40.7216328, -73.9885495)","(40.715075717230455, -73.92814061078658)"
1478373,40808,V-Nam Cafe,Vietnamese,6.01,Weekday,3,20,31,"(40.7235492, -73.9880373)","(40.773603215414106, -73.9651805934218)"
1477634,387227,Blue Ribbon Sushi Bar & Grill,Japanese,29.25,Weekday,Not given,25,29,"(40.7079524, -74.0078296)","(40.69769582194077, -73.95104819010923)"
1476591,128224,Blue Ribbon Sushi,Japanese,16.1,Weekend,3,26,17,"(40.7079524, -74.0078296)","(40.70248916853156, -73.96949528559736)"
1476704,325285,RedFarm Hudson,Chinese,5.73,Weekday,Not given,25,25,"(40.7341879, -74.0064162)","(40.77378654518143, -73.98481428058913)"
1478216,142619,Shake Shack,American,6.07,Weekend,4,28,19,"(40.6437718, -74.0758827)","(40.61714015644762, -74.05875611705673)"
1478066,156218,RedFarm Hudson,Chinese,15.23,Weekend,5,31,16,"(40.7341879, -74.0064162)","(40.7431773499679, -74.0427940499692)"
1477626,122802,Parm,Italian,9.17,Weekend,Not given,25,17,"(40.7230381, -73.9957182)","(40.70060983275003, -73.97449164698133)"
1476861,94700,Tamarind TriBeCa,Indian,29.15,Weekend,3,35,22,"(40.7191453, -74.0089504)","(40.70861592184609, -73.96016061876253)"
1476899,335155,Shake Shack,American,29.05,Weekend,4,33,16,"(40.6437718, -74.0758827)","(40.66876751377271, -74.10159603618294)"
1478248,113926,Han Dynasty,Chinese,33.03,Weekday,5,35,32,"(40.7875393, -73.9764459)","(40.81324848904167, -74.04447962925448)"
1477227,373689,Bareburger,American,6.74,Weekend,Not given,26,29,"(40.7216328, -73.9885495)","(40.76586846464586, -73.96154253461816)"
1478034,77786,Sushi of Gari Tribeca,Japanese,17.03,Weekend,Not given,23,22,"(40.7167674, -74.0084565)","(40.69332013982773, -73.96945128371974)"
1478004,54540,Parm,Italian,12.18,Weekend,Not given,29,16,"(40.7230381, -73.9957182)","(40.696183905192136, -73.99499293247136)"
1477650,284835,Shake Shack,American,15.57,Weekend,5,32,17,"(40.6437718, -74.0758827)","(40.66835854951903, -74.09931037730715)"
1477175,47235,Blue Ribbon Fried Chicken,American,14.6,Weekend,3,27,27,"(40.7244607, -73.9909251)","(40.73501412624195, -73.9331973275169)"
1477943,294478,Sushi of Gari 46,Japanese,11.84,Weekend,Not given,27,24,"(40.7606902, -73.9895916)","(40.74223815017617, -74.03721543391345)"
1477467,164005,Sushi of Gari,Japanese,14.07,Weekend,Not given,35,26,"(40.7713448, -73.95278)","(40.79747322662773, -73.9029987934656)"
1477474,357761,Go! Go! Curry!,Japanese,33.03,Weekend,Not given,22,15,"(40.7293893, -73.9990089)","(40.70845178983653, -74.02494129088953)"
1477996,82041,Shake Shack,American,8.1,Weekend,5,26,27,"(40.6437718, -74.0758827)","(40.616617164709965, -74.03048922497412)"
1477527,120353,Parm,Italian,5.72,Weekend,4,26,27,"(40.7230381, -73.9957182)","(40.76784478627844, -73.97399784871143)"
1476837,147468,Nha Trang One,Vietnamese,15.67,Weekday,3,23,24,"(40.7167899, -73.9996711)","(40.74697515874809, -73.96902057763188)"
1476795,103970,Shake Shack,American,16.2,Weekend,Not given,20,21,"(40.6437718, -74.0758827)","(40.637621590299, -74.02259149099608)"
1477599,60270,Market Table,American,6.79,Weekend,Not given,21,17,"(40.72978, -74.0037432)","(40.727240258353774, -73.96970509727203)"
1476733,264707,TAO,Japanese,32.93,Weekend,Not given,34,16,"(40.7625746, -73.9714449)","(40.75803242423157, -73.93537178792033)"
