,Unnamed: 0.1,Unnamed: 0,Time,Lat,Lon,Street,Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Astronomical_Twilight
12857,12857,12857,2022-07-07 17:09:38,40.806981,-73.969865,Henry Hudson Parkway,10.0,5.0,0.0,Cloudy,Day
12858,12858,12858,2022-08-07 01:48:53,40.714787,-73.976411,FDR Drive,10.0,8.0,0.0,Partly Cloudy,Night
12859,12859,12859,2023-01-16 06:47:23,40.766085,-73.951262,FDR Drive,10.0,5.0,0.0,Mostly Cloudy,Day
12860,12860,12860,2022-10-08 16:38:02,40.767322,-73.95026800000002,FDR Drive,10.0,5.0,0.0,Fair,Day
12861,12861,12861,2022-09-11 20:51:57,40.765186,-73.95207099999998,FDR Drive,2.0,6.0,0.02,Light Rain,Night
12862,12862,12862,2022-08-29 10:27:44,40.76578,-73.95153499999998,FDR Drive,10.0,3.0,0.0,Fair,Day
12863,12863,12863,2022-08-26 11:11:35,40.799824,-73.929906,FDR Drive,9.0,3.0,0.0,Cloudy,Day
12864,12864,12864,2022-08-10 18:41:07,40.770223,-73.947703,FDR Drive,10.0,5.0,0.0,Fair,Day
12865,12865,12865,2022-07-21 09:44:40,40.76866508,-73.94913554,FDR Drive,10.0,0.0,0.0,Fair,Day
12866,12866,12866,2022-05-11 11:37:07,40.779243707462406,-73.94355654681229,FDR Drive,10.0,6.0,0.0,Cloudy,Day
12867,12867,12867,2022-04-06 18:48:54,40.76681971530549,-73.9506590362837,FDR Drive,10.0,8.0,0.0,Cloudy,Day
12868,12868,12868,2022-05-22 00:00:30,40.742944,-74.008785, 11th Avenue,10.0,0.0,0.0,Fair,Night
12869,12869,12869,2022-05-02 12:53:07,40.712898,-74.014038, West Street,1.0,5.0,0.0,Fog,Day
12870,12870,12870,2022-10-14 09:39:32,40.820152,-73.959677,Henry Hudson Parkway,10.0,6.0,0.0,Mostly Cloudy,Day
12871,12871,12871,2022-07-18 07:09:30,40.743016,-73.97207,FDR Drive,0.25,6.0,0.79,Rain,Day
12872,12872,12872,2022-08-19 22:24:16,40.721604,-73.97465,FDR Drive,10.0,,0.0,Fair,Night
12873,12873,12873,2022-08-22 10:49:10,40.799208,-73.974924,Henry Hudson Parkway,10.0,5.0,0.0,Cloudy,Day
12874,12874,12874,2022-05-02 16:15:29,40.797009,-73.920507,Robert F Kennedy Bridge,2.0,5.0,0.0,Fog,Day
12875,12875,12875,2022-08-20 13:13:36,40.785382,-73.940297,FDR Drive,10.0,5.0,0.0,Fair,Day
12876,12876,12876,2023-01-19 22:27:46,40.74570537,-73.97344708, E 36th Street,10.0,7.0,0.05,Cloudy,Night
12877,12877,12877,2022-10-07 14:26:34,40.846384,-73.931145,5th Avenue,10.0,6.0,0.0,Fair,Day
12878,12878,12878,2022-10-03 16:12:38,40.84609,-73.930366,5th Avenue,10.0,10.0,0.03,Light Rain,Day
12879,12879,12879,2022-10-01 07:29:30,40.846384,-73.931145,5th Avenue,10.0,12.0,0.07,Light Rain,Day
12880,12880,12880,2022-07-25 22:10:30,40.847265,-73.933346,5th Avenue,10.0,5.0,0.0,Fair,Day
12881,12881,12881,2022-02-17 09:53:00,40.846059,-73.930479,5th Avenue,10.0,8.0,0.0,Fair,Day
12882,12882,12882,2022-05-24 07:14:09,40.710079,-73.98931400000002,FDR Drive,10.0,7.0,0.0,Fair,Day
12883,12883,12883,2022-09-19 17:56:31,40.758692,-73.958574,FDR Drive,3.0,,0.13,Light Rain,Day
12884,12884,12884,2022-05-21 09:26:30,40.849331,-73.941016,5th Avenue,3.0,5.0,0.0,Mostly Cloudy,Day
12885,12885,12885,2022-09-11 05:50:09,40.849082,-73.938518,5th Avenue,10.0,0.0,0.0,Cloudy,Day
12886,12886,12886,2023-01-22 23:44:56,40.827958,-73.934821,Harlem River Drive,2.0,7.0,0.11,Rain,Night
12887,12887,12887,2022-08-05 23:19:43,40.751521,-73.993963, W 33rd Street,10.0,5.0,0.0,Cloudy,Night
12888,12888,12888,2022-05-25 07:21:43.000000000,40.75895,-73.99965300000002,Lincoln Tunl West,10.0,5.0,0.0,Fair,Day
12889,12889,12889,2022-05-22 15:11:02.000000000,40.746414,-73.97971899999997, Lexington Avenue,10.0,,0.0,Fair,Day
12890,12890,12890,2022-09-17 20:11:05,40.846059,-73.930479,5th Avenue,10.0,3.0,0.0,Fair,Day
12891,12891,12891,2022-05-31 15:51:13,40.845842,-73.92939,Harlem River Drive North,10.0,,0.0,Partly Cloudy,Day
12892,12892,12892,2022-07-28 11:31:43,40.73740125,-73.97430539,FDR Drive,10.0,5.0,0.0,Fair,Day
12893,12893,12893,2022-05-21 12:44:21,40.810967,-73.96694699999998,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Day
12894,12894,12894,2022-05-03 14:10:44,40.729148,-73.971762,FDR Drive,10.0,6.0,0.0,Fair,Day
12895,12895,12895,2022-09-01 13:47:34,40.799824,-73.929906,FDR Drive,10.0,3.0,0.0,Fair,Day
12896,12896,12896,2022-07-26 06:27:30,40.799824,-73.929906,FDR Drive,10.0,5.0,0.0,Fair,Day
12897,12897,12897,2022-07-16 14:47:21,40.799824,-73.929906,FDR Drive,0.75,8.0,0.0,Light Rain,Day
12898,12898,12898,2022-06-18 12:20:24,40.799824,-73.929906,FDR Drive,10.0,10.0,0.0,Fair,Day
12899,12899,12899,2022-05-01 00:13:52,40.716233,-73.991782, Allen Street,10.0,0.0,0.0,Fair,Night
12900,12900,12900,2022-08-11 20:40:53,40.86603999,-73.93295646,Henry Hudson Parkway,10.0,9.0,0.0,Partly Cloudy,Day
12901,12901,12901,2022-10-07 09:57:37,40.813885,-73.93464399999998,MadisonAvenue Bridge,10.0,6.0,0.0,Fair,Day
12902,12902,12902,2022-11-14 11:38:08,40.850603,-73.946782,George Washington Bridge,10.0,9.0,0.0,Fair,Day
12903,12903,12903,2022-03-14 00:54:41,40.84968924502921,-73.94211888278035,Cross Bronx Expy,10.0,7.0,0.0,Cloudy,Night
12904,12904,12904,2022-02-20 18:03:53,40.848617,-73.937081,5th Avenue,10.0,8.0,0.0,Fair,Day
12905,12905,12905,2022-01-13 14:53:00,40.850266,-73.945263,George Washington Bridge,10.0,5.0,0.0,Fair,Day
12906,12906,12906,2022-09-25 23:06:30,40.749137,-73.967286,FDR Drive,5.0,0.0,0.66,Light Rain,Night
12907,12907,12907,2022-09-19 11:53:12,40.79188,-73.935299,FDR Drive,10.0,0.0,0.0,Fair,Day
12908,12908,12908,2022-11-01 07:21:30,40.735399,-73.974965,FDR Drive,4.0,3.0,0.0,Cloudy,Day
12909,12909,12909,2023-01-01 01:19:03,40.847294,-73.945184,Henry Hudson Parkway,6.0,6.0,0.0,Cloudy,Night
12910,12910,12910,2022-10-14 12:01:21,40.771382,-73.9464,FDR Drive,10.0,5.0,0.0,Mostly Cloudy,Day
12911,12911,12911,2022-09-10 01:03:48,40.846149,-73.93089499999998,5th Avenue,10.0,3.0,0.0,Fair,Night
12912,12912,12912,2022-09-15 08:00:00,40.708492,-73.99879200000002,FDR Drive,10.0,7.0,0.0,Fair,Day
12913,12913,12913,2022-09-17 07:56:30,40.831595,-73.93512700000002,Harlem River Drive North,10.0,6.0,0.0,Cloudy,Day
12914,12914,12914,2022-07-16 14:27:10,40.766166,-73.99530899999998, W 50th Street,0.75,8.0,0.0,Light Rain,Day
12915,12915,12915,2022-05-05 15:55:09,40.712037,-73.977915,FDR Drive,10.0,0.0,0.0,Fair,Day
12916,12916,12916,2022-08-31 15:10:19,40.846029,-73.930224,5th Avenue,10.0,7.0,0.0,Partly Cloudy,Day
12917,12917,12917,2022-08-30 17:01:41,40.847247,-73.933296,5th Avenue,10.0,3.0,0.0,Fair,Day
12918,12918,12918,2022-07-06 16:16:34,40.84609,-73.930366,5th Avenue,10.0,3.0,0.0,Mostly Cloudy,Day
12919,12919,12919,2022-05-05 07:37:20,40.84601998309685,-73.93020987475427,Cross Bronx Expy,10.0,,0.0,Fair,Day
12920,12920,12920,2022-07-31 19:02:46,40.845617,-73.945077,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Day
12921,12921,12921,2022-03-14 06:44:55,40.8412,-73.945777,Henry Hudson Parkway,10.0,7.0,0.0,Fair,Day
12922,12922,12922,2022-08-03 09:29:24,40.786626,-73.929388,Robert F Kennedy Bridge East,10.0,3.0,0.0,Fair,Day
12923,12923,12923,2022-10-09 14:11:27,40.84709287,-73.93336415,Cross Bronx Expy,10.0,9.0,0.0,Fair,Day
12924,12924,12924,2022-08-05 18:02:16,40.848774,-73.937075,Cross Bronx Expy,10.0,3.0,0.0,Fair,Day
12925,12925,12925,2022-07-05 10:35:00,40.850139,-73.944701,George Washington Bridge,9.0,3.0,0.0,Fair,Day
12926,12926,12926,2022-07-04 11:55:18,40.85019000000001,-73.944919,George Washington Bridge,10.0,5.0,0.0,Fair,Day
12927,12927,12927,2022-07-05 08:53:34,40.834451,-73.949602,Marginal Street,8.0,6.0,0.0,Fair,Day
12928,12928,12928,2022-05-21 20:44:05,40.78402876834495,-73.98512005770691,Henry Hudson Parkway,9.0,0.0,0.0,Fair,Day
12929,12929,12929,2022-05-17 06:17:30,40.782454,-73.986276,Henry Hudson Parkway,10.0,5.0,0.0,Fair,Day
12930,12930,12930,2022-04-23 12:16:34,40.815646,-73.963962,Henry Hudson Parkway,10.0,5.0,0.0,Cloudy,Day
12931,12931,12931,2022-06-09 00:46:30,40.730939,-73.973575,FDR Drive,7.0,3.0,0.0,Mostly Cloudy,Night
12932,12932,12932,2022-03-14 13:19:00,40.799824,-73.929906,FDR Drive,10.0,6.0,0.0,Fair,Day
12933,12933,12933,2023-01-13 20:53:30,40.738311,-73.973639,FDR Drive,10.0,10.0,0.0,Cloudy,Night
12934,12934,12934,2022-08-04 16:44:03,40.797912,-73.96384599999998, Columbus Avenue,10.0,6.0,0.0,Fair,Day
12935,12935,12935,2022-09-17 20:23:00,40.75521,-73.961692,FDR Drive,10.0,0.0,0.0,Fair,Day
12936,12936,12936,2022-08-10 06:36:57,40.765095,-73.979016, W 57th Street,10.0,6.0,0.0,Fair,Day
12937,12937,12937,2022-05-05 16:10:13,40.838239,-73.933702,Harlem River Drive South,10.0,0.0,0.0,Fair,Day
12938,12938,12938,2022-07-24 19:31:27,40.799824,-73.929906,FDR Drive,10.0,5.0,0.0,Fair,Day
12939,12939,12939,2022-04-14 17:32:37,40.761090516849706,-73.95608782732984,FDR Drive,10.0,6.0,0.0,Partly Cloudy,Day
12940,12940,12940,2022-09-14 19:48:26,40.74667096,-73.96915555,FDR Drive,10.0,6.0,0.0,Fair,Day
12941,12941,12941,2022-06-21 11:14:07,40.736133,-73.97491099999998,FDR Drive,9.0,0.0,0.0,Fair,Day
12942,12942,12942,2022-08-25 21:24:30,40.773119,-73.94452199999998,FDR Drive,10.0,6.0,0.0,Fair,Night
12943,12943,12943,2022-05-31 13:51:49,40.770891,-73.947099,FDR Drive,10.0,6.0,0.0,Fair,Day
12944,12944,12944,2022-09-06 07:18:01,40.747505,-73.968795, E 41st Street,4.0,3.0,0.03,Light Rain,Day
12945,12945,12945,2022-12-28 13:54:04,40.819705,-73.960071,Henry Hudson Parkway,10.0,7.0,0.0,Fair,Day
12946,12946,12946,2022-05-13 00:47:30,40.845842,-73.92939,Harlem River Drive North,6.0,5.0,0.0,Cloudy,Night
12947,12947,12947,2022-09-20 14:07:12,40.743105,-73.972163,FDR Drive,10.0,7.0,0.0,Mostly Cloudy,Day
12948,12948,12948,2022-10-17 05:37:30,40.815464,-73.93431700000002,Harlem River Drive South,10.0,0.0,0.02,Cloudy,Day
12949,12949,12949,2022-09-14 05:34:30,40.818654,-73.93431899999999,Harlem River Drive South,10.0,6.0,0.0,Fair,Day
12950,12950,12950,2022-06-17 13:46:37,40.811552,-73.934779,Harlem River Drive South,10.0,7.0,0.0,Fair,Day
12951,12951,12951,2022-05-16 14:34:10,40.757491,-73.99040500000002, W 42nd Street,10.0,6.0,0.0,Fair,Day
12952,12952,12952,2022-09-10 06:02:23,40.845955,-73.93056899999998,5th Avenue,10.0,0.0,0.0,Fair,Day
12953,12953,12953,2022-09-06 06:09:46,40.845337,-73.928064,Alexander Hamilton Bridge East,5.0,0.0,0.03,Light Rain,Day
12954,12954,12954,2022-07-29 11:40:22,40.846096,-73.931061,5th Avenue,10.0,3.0,0.0,Fair,Day
12955,12955,12955,2022-05-14 20:20:58,40.846455,-73.93211,Trans-Manhattan Expressway,5.0,6.0,0.0,Cloudy,Day
12956,12956,12956,2022-01-19 12:18:57,40.759628,-73.99547199999998, 10th Avenue,10.0,,0.0,Fair,Day
12957,12957,12957,2022-06-21 15:32:16,40.791802,-73.935204,FDR Drive,9.0,6.0,0.0,Fair,Day
12958,12958,12958,2022-06-10 18:31:35,40.86603999,-73.93295646,Henry Hudson Parkway,10.0,10.0,0.0,Mostly Cloudy,Day
12959,12959,12959,2022-08-29 22:29:30,40.727254,-74.019849,Holland Tunl East,10.0,5.0,0.0,Fair,Night
12960,12960,12960,2022-04-29 09:32:02,40.79831,-73.92303199999998,Robert F Kennedy Bridge,10.0,14.0,0.0,Fair,Day
12961,12961,12961,2022-06-16 14:47:04,40.789157,-73.92711,Robert F Kennedy Bridge East,10.0,6.0,0.0,Cloudy,Day
12962,12962,12962,2022-05-15 15:45:03,40.792821,-73.924015,Robert F Kennedy Bridge West,10.0,8.0,0.0,Partly Cloudy,Day
12963,12963,12963,2022-05-21 22:02:30,40.760928,-73.967052, E 58th Street,9.0,3.0,0.0,Fair,Day
12964,12964,12964,2022-07-12 12:45:18,40.77974,-73.988413,Henry Hudson Parkway,10.0,,0.0,Fair,Day
12965,12965,12965,2022-06-09 16:12:15,40.767311,-73.996531, 12th Avenue,10.0,,0.0,Partly Cloudy,Day
12966,12966,12966,2022-07-18 14:19:35,40.876479,-73.924299,Henry Hudson Parkway,10.0,17.0,0.0,Thunder in the Vicinity,Day
12967,12967,12967,2022-10-11 15:29:51,40.757891,-73.996812,Lincoln Tunl West,10.0,5.0,0.0,Fair,Day
12968,12968,12968,2022-08-22 15:59:35,40.72622,-73.972165,FDR Drive,10.0,5.0,0.0,Mostly Cloudy,Day
12969,12969,12969,2022-06-26 03:21:30,40.84874511,-73.93862128,Cross Bronx Expy,10.0,3.0,0.0,Fair,Day
12970,12970,12970,2022-07-05 11:58:29,40.799824,-73.929906,FDR Drive,10.0,3.0,0.0,Fair,Day
12971,12971,12971,2022-05-25 07:21:43,40.760766,-74.003906,Lincoln Tunl West,10.0,5.0,0.0,Fair,Day
12972,12972,12972,2022-09-20 15:00:52,40.763724,-73.999166, 12th Avenue,10.0,9.0,0.0,Mostly Cloudy,Day
12973,12973,12973,2022-05-02 11:48:22.000000000,40.71551442126887,-73.97889733279237,Williamsburg Bridge,1.0,7.0,0.0,Light Rain,Day
12974,12974,12974,2023-01-26 07:07:04.000000000,40.760022,-73.961682,Ed Koch Queensboro Bridge West,10.0,13.0,0.0,Partly Cloudy,Day
12975,12975,12975,2022-01-28 16:39:22.000000000,40.8494532106359,-73.94214034045248,,5.0,6.0,0.0,Cloudy,Day
12976,12976,12976,2022-07-26 09:24:19.000000000,40.74818,-73.968254,F D R Drive,10.0,5.0,0.0,Fair,Day
12977,12977,12977,2022-09-13 04:48:33.000000000,40.78125,-73.94421899999998,FDR Drive,1.0,0.0,0.05,Rain,Night
12978,12978,12978,2022-08-12 09:58:44.000000000,40.763658,-73.95608, York Avenue,10.0,9.0,0.0,Fair,Day
12979,12979,12979,2022-05-20 19:08:09,40.847155,-73.92849100000002,Washington Bridge,3.0,8.0,0.01,Light Rain,Day
12980,12980,12980,2022-08-03 09:29:24,40.787033,-73.929045,Robert F Kennedy Bridge East,10.0,3.0,0.0,Fair,Day
12981,12981,12981,2022-07-01 06:34:00,40.782911,-73.929038,Robert F Kennedy Bridge East,7.0,3.0,0.0,Fair,Day
12982,12982,12982,2022-12-18 17:57:30,40.846059,-73.930479,5th Avenue,10.0,5.0,0.0,Fair,Day
12983,12983,12983,2022-06-09 21:36:30,40.846029,-73.930224,5th Avenue,10.0,9.0,0.0,Mostly Cloudy,Day
12984,12984,12984,2022-07-21 06:26:00,40.787837,-73.938131,FDR Drive,10.0,3.0,0.0,Fair,Day
12985,12985,12985,2022-09-10 23:34:30,40.784879,-73.93016999999998,Robert F Kennedy Bridge West,10.0,3.0,0.0,Fair,Night
12986,12986,12986,2022-06-14 15:43:36,40.748442,-73.984548, 5th Avenue,10.0,5.0,0.0,Fair,Day
12987,12987,12987,2022-08-12 13:45:05,40.850603,-73.946782,George Washington Bridge,10.0,9.0,0.0,Fair,Day
12988,12988,12988,2022-01-09 22:13:37,40.78435063342674,-73.94199013674763,FDR Drive,9.0,8.0,0.01,Fair,Night
12989,12989,12989,2022-05-02 12:53:07,40.71162,-74.014325,West Side Hwy,1.0,5.0,0.0,Fog,Day
12990,12990,12990,2022-10-08 01:48:12,40.846059,-73.930479,5th Avenue,10.0,6.0,0.0,Cloudy,Night
12991,12991,12991,2022-09-19 19:25:28,40.845865,-73.92949399999998,Alexander Hamilton Bridge West,10.0,0.0,0.0,Fair,Day
12992,12992,12992,2022-07-27 11:51:50,40.787569,-73.928779,Robert F Kennedy Bridge West,10.0,0.0,0.0,Fair,Day
12993,12993,12993,2022-12-17 08:11:29,40.850323,-73.94553499999998,George Washington Bridge,10.0,0.0,0.0,Mostly Cloudy,Day
12994,12994,12994,2022-07-19 15:58:47,40.850332,-73.945411,George Washington Bridge,10.0,8.0,0.0,Fair,Day
12995,12995,12995,2022-03-14 07:40:05,40.85005402545524,-73.94424319232013,George Washington Bridge,10.0,3.0,0.0,Fair,Day
12996,12996,12996,2022-08-31 08:37:31,40.740702,-73.97264799999998,FDR Drive,10.0,6.0,0.0,Fair,Day
12997,12997,12997,2022-01-28 21:25:06,40.75312972049354,-73.9638125892927,FDR Drive,1.0,12.0,0.0,Light Snow,Night
12998,12998,12998,2022-08-23 06:33:00,40.799824,-73.929906,FDR Drive,2.0,0.0,0.0,Fog,Day
12999,12999,12999,2022-05-31 13:06:56,40.799824,-73.929906,FDR Drive,10.0,3.0,0.0,Fair,Day
13000,13000,13000,2022-05-24 16:29:07,40.807025,-73.933766,Harlem River Drive South,10.0,3.0,0.0,Cloudy,Day
13001,13001,13001,2022-05-15 11:40:59,40.799824,-73.929906,FDR Drive,8.0,,0.0,Cloudy,Day
13002,13002,13002,2022-03-23 06:22:00,40.799824,-73.929906,FDR Drive,10.0,7.0,0.0,Fair,Day
13003,13003,13003,2022-03-21 07:07:00,40.799824,-73.929906,FDR Drive,10.0,5.0,0.0,Fair,Day
13004,13004,13004,2022-09-10 09:43:51,40.794384,-73.978334,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
13005,13005,13005,2022-08-10 11:47:00,40.79607,-73.97635,Henry Hudson Parkway,10.0,5.0,0.0,Mostly Cloudy,Day
13006,13006,13006,2022-12-13 23:59:00,40.832718,-73.935224,Harlem River Drive North,10.0,5.0,0.0,Fair,Night
13007,13007,13007,2022-09-03 09:06:13,40.817356,-73.933982,Harlem River Drive,10.0,6.0,0.0,Fair,Day
13008,13008,13008,2022-09-01 22:29:00,40.819557,-73.934308,Harlem River Drive North,10.0,6.0,0.0,Fair,Night
13009,13009,13009,2022-08-18 11:08:49,40.821444,-73.934363,Harlem River Drive North,10.0,5.0,0.0,Fair,Day
13010,13010,13010,2022-07-31 16:25:22,40.82535,-73.93441,Harlem River Drive North,10.0,0.0,0.0,Fair,Day
13011,13011,13011,2022-07-02 10:26:11,40.835806,-73.93487900000002,Harlem River Drive North,10.0,3.0,0.0,Fair,Day
13012,13012,13012,2022-05-19 12:19:09,40.828004,-73.93467700000002,Harlem River Drive,7.0,5.0,0.0,Cloudy,Day
13013,13013,13013,2022-09-13 07:11:23,40.77924371,-73.94355655,FDR Drive,7.0,0.0,0.0,Mostly Cloudy,Day
13014,13014,13014,2022-09-07 19:28:55,40.805796,-73.932289,Harlem River Drive,10.0,,0.0,Cloudy,Day
13015,13015,13015,2022-04-25 16:40:17,40.76003909091587,-73.96295428240794, E 59th Street,10.0,5.0,0.0,Cloudy,Day
13016,13016,13016,2022-06-15 21:40:53,40.726338,-73.97199499999998,FDR Drive,10.0,0.0,0.0,Fair,Day
13017,13017,13017,2022-09-01 13:47:34,40.761097,-73.956103,FDR Drive,10.0,3.0,0.0,Fair,Day
13018,13018,13018,2022-07-12 23:52:30.000000,40.786336,-73.92979,Manhattan State Hospital,10.0,5.0,0.0,Fair,Night
13019,13019,13019,2022-10-14 21:53:22.000000,40.797945,-73.97561,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Night
13020,13020,13020,2022-05-28 20:37:25.000000,40.798907,-73.975243,Henry Hudson Parkway,10.0,0.0,0.0,Light Rain,Day
13021,13021,13021,2022-04-29 08:23:58.000000,40.8156359193763,-73.96396279299755,Henry Hudson Parkway,10.0,6.0,0.0,Fair,Day
13022,13022,13022,2022-08-30 18:18:36.000000,40.758939,-73.9584,FDR Drive,10.0,6.0,0.0,Fair,Day
13023,13023,13023,2022-08-19 13:43:07.000000,40.759282,-73.95815400000002,FDR Drive,10.0,0.0,0.0,Fair,Day
13024,13024,13024,2022-06-29 15:16:59.000000,40.750105,-73.966262,FDR Drive,10.0,3.0,0.0,Fair,Day
13025,13025,13025,2022-09-12 11:55:41.000000,40.77156186,-73.99419665,West Side Hwy,10.0,0.0,0.0,Fair,Day
13026,13026,13026,2022-01-28 18:15:05.000000,40.778475,-73.989336,Henry Hudson Parkway,6.0,8.0,0.0,Haze,Day
13027,13027,13027,2022-05-16 22:30:30.000000,40.777165,-73.942738,FDR Drive,10.0,10.0,0.0,Cloudy,Night
13028,13028,13028,2022-05-29 14:46:00.000000,40.707907,-73.999259,Brooklyn Bridge,10.0,0.0,0.0,Fair,Day
13029,13029,13029,2022-07-14 18:11:23,40.778828,-73.94336899999998,FDR Drive,10.0,7.0,0.0,Fair,Day
13030,13030,13030,2022-06-26 23:28:31,40.74066281,-73.97286773,FDR Drive,8.0,3.0,0.0,Partly Cloudy,Night
13031,13031,13031,2022-08-14 17:14:33,40.838522,-73.933382,Harlem River Drive North,10.0,,0.0,Fair,Day
13032,13032,13032,2022-04-09 23:37:00,40.84578394870355,-73.9298880096725,Cross Bronx Expy,10.0,0.0,0.0,Cloudy,Night
13033,13033,13033,2022-03-16 06:39:00,40.732799,-73.974171,FDR Drive,10.0,0.0,0.0,Fair,Day
13034,13034,13034,2022-09-08 13:38:44,40.716544,-73.981528,Williamsburg Bridge West,10.0,3.0,0.0,Partly Cloudy,Day
13035,13035,13035,2022-08-22 18:32:06,40.716383,-73.980997,Williamsburg Bridge West,10.0,0.0,0.0,Fair,Day
13036,13036,13036,2022-07-29 10:24:37,40.716805,-73.982372,Williamsburg Bridge West,10.0,0.0,0.0,Fair,Day
13037,13037,13037,2022-06-19 10:39:52,40.713955,-73.972989,Williamsburg Bridge West,10.0,13.0,0.0,Fair,Day
13038,13038,13038,2022-05-16 17:56:07,40.70869,-74.000236,Brooklyn Bridge,10.0,0.0,0.01,Mostly Cloudy,Day
13039,13039,13039,2023-01-25 15:51:54.000000000,40.710628,-73.984622,FDR Drive,5.0,,0.01,Light Rain,Day
13040,13040,13040,2022-02-15 17:32:55.000000000,40.817966,-73.961525,Henry Hudson Parkway,10.0,5.0,0.0,Fair,Day
13041,13041,13041,2022-09-15 21:55:00.000000000,40.850574,-73.946809,George Washington Bridge,10.0,5.0,0.0,Fair,Night
13042,13042,13042,2022-07-05 09:56:07.000000000,40.846059,-73.930479,5th Avenue,8.0,0.0,0.0,Fair,Day
13043,13043,13043,2022-05-16 17:53:14.000000000,40.70482850055358,-74.01565432513229,Battery Place,10.0,0.0,0.01,Mostly Cloudy,Day
13044,13044,13044,2022-10-14 23:41:30.000000000,40.748131,-73.968078,FDR Drive,10.0,0.0,0.0,Fair,Night
13045,13045,13045,2022-05-17 06:11:00.000000000,40.755818,-73.961078,FDR Drive,10.0,5.0,0.0,Fair,Day
13046,13046,13046,2022-01-16 17:37:30.000000000,40.752533,-73.964383,FDR Drive,10.0,12.0,0.0,Cloudy,Day
13047,13047,13047,2022-09-16 11:37:04.000000000,40.709707,-73.991905,FDR Drive,10.0,3.0,0.0,Fair,Day
13048,13048,13048,2022-12-04 22:53:04.000000000,40.782618,-73.943969,FDR Drive,10.0,5.0,0.0,Fair,Night
13049,13049,13049,2022-10-14 21:32:47.000000000,40.846547,-73.932038,Amsterdam Avenue,10.0,0.0,0.0,Fair,Night
13050,13050,13050,2022-09-04 22:28:30.000000000,40.848688,-73.937352,5th Avenue,10.0,0.0,0.0,Mostly Cloudy,Night
13051,13051,13051,2022-05-04 21:25:52.000000000,40.848386,-73.93603399999998, Wadsworth Avenue,10.0,0.0,0.0,Cloudy,Day
13052,13052,13052,2022-04-12 15:17:08.000000000,40.849435,-73.941266,5th Avenue,10.0,7.0,0.0,Fair,Day
13053,13053,13053,2022-12-30 23:44:00,40.729934,-73.972431,FDR Drive,10.0,5.0,0.0,Partly Cloudy,Night
13054,13054,13054,2023-01-15 12:47:00,40.799824,-73.929906,FDR Drive,10.0,,0.0,Fair,Day
13055,13055,13055,2022-08-27 11:21:32,40.808094,-73.934478,,10.0,5.0,0.0,Fair,Day
13056,13056,13056,2023-01-15 22:20:18,40.847065,-73.933576,Audubon Avenue,10.0,12.0,0.0,Fair,Night
13057,13057,13057,2022-12-13 10:16:02,40.848386,-73.93603399999998, Wadsworth Avenue,10.0,5.0,0.0,Fair,Day
13058,13058,13058,2022-07-17 01:33:00,40.781103,-73.944055,FDR Drive,9.0,5.0,0.0,Cloudy,Night
13059,13059,13059,2022-01-28 20:51:30,40.754026,-73.962948,FDR Drive,1.0,10.0,0.02,Light Snow,Night
13060,13060,13060,2022-12-10 08:09:30,40.750105,-73.966262,FDR Drive,10.0,10.0,0.0,Fair,Day
13061,13061,13061,2022-06-20 14:40:04.000000000,40.722625,-73.974186,FDR Drive,10.0,5.0,0.0,Fair,Day
13062,13062,13062,2021-12-31 01:22:30.000000000,40.784479379459455,-73.94199013674763,FDR Drive,6.0,3.0,0.0,Cloudy,Night
13063,13063,13063,2022-09-10 17:41:46.000000000,40.718415,-74.00053, Canal Street,10.0,3.0,0.0,Fair,Day
13064,13064,13064,2022-08-18 06:26:30.000000000,40.774139,-73.943569,FDR Drive,10.0,0.0,0.0,Fair,Day
13065,13065,13065,2022-04-09 08:50:30.000000000,40.777526,-73.942868,FDR Drive,10.0,6.0,0.0,Partly Cloudy,Day
13066,13066,13066,2022-03-08 11:39:30.000000000,40.774011,-73.943686,FDR Drive,10.0,8.0,0.0,Fair,Day
13067,13067,13067,2022-06-18 08:46:30.000000000,40.76335200000001,-73.95373000000002,FDR Drive,10.0,9.0,0.0,Mostly Cloudy,Day
13068,13068,13068,2022-06-14 11:23:42.000000000,40.73975,-73.972925,FDR Drive,10.0,3.0,0.0,Fair,Day
13069,13069,13069,2022-07-26 07:14:31.000000000,40.713783,-73.973093,Williamsburg Bridge East,10.0,5.0,0.0,Fair,Day
13070,13070,13070,2022-02-23 17:06:38.000000000,40.71551442126887,-73.97889733279237,Williamsburg Bridge,10.0,10.0,0.0,Fair,Day
13071,13071,13071,2022-07-27 18:10:59,40.80093741,-73.92933011,Robert F Kennedy Bridge,10.0,5.0,0.0,Mostly Cloudy,Day
13072,13072,13072,2022-08-03 09:20:44,40.748055,-73.967957,FDR Drive,10.0,0.0,0.0,Fair,Day
13073,13073,13073,2022-10-16 10:38:50,40.815464,-73.93431700000002,Harlem River Drive South,10.0,3.0,0.0,Fair,Day
13074,13074,13074,2022-10-14 13:19:45,40.808578,-73.934713,Harlem River Drive,10.0,8.0,0.0,Fair,Day
